name,index,patent_count_2012,patent_count_2013,patent_count_2014,patent_count_2015,patent_count_2016
Dalian University of Technology,5.0,,,31.0,,
Universidad Nacional Autonoma de Mexico,6.0,,,26.0,,
University of Otago,7.0,,,1.0,,
Ruhr-Universitat Bochum,8.0,,,7.0,,
Florida State University,9.0,,,78.0,,
Queensland University of Technology,10.0,,,17.0,,
Aristotle University of Thessaloniki,11.0,,,5.0,,
University of Kiel,12.0,,,1.0,,
University of Massachusetts,13.0,,,188.0,,
University of Vienna,14.0,,,3.0,,
George Washington University,0.0,,,28.0,,
University of Durham,1.0,,,9.0,,
Universita Degli Studi Di Genova,2.0,,,7.0,,
"University of Tennessee, Knoxville",3.0,,,1.0,,
University of York,4.0,,,20.0,,
University of Leicester,5.0,,,27.0,,
Northeastern University,6.0,,,122.0,,
Universidade Estadual de Campinas,0.0,,,25.0,,
Trinity College Dublin,1.0,,,2.0,,
Virginia Commonwealth University,2.0,,,49.0,,
Tokyo Institute of Technology,3.0,,,309.0,,
Rice University,4.0,,,108.0,,
Dalhousie University,5.0,,,15.0,,
INRIA Institut National de Recherche en Informatique et en Automatique,6.0,,,28.0,,
Deakin University,7.0,,,11.0,,
Hokkaido University,8.0,,,115.0,,
Los Alamos National Laboratory,9.0,,,1.0,,
Oregon State University,10.0,,,40.0,,
Colorado State University,11.0,,,72.0,,
Universidade Federal do Rio de Janeiro,0.0,,,13.0,,
National Health Service,1.0,,,3.0,,
University of the Witwatersrand,2.0,,,27.0,,
University of Aberdeen,3.0,,,24.0,,
Chongqing University,4.0,,,5.0,,
University of Manitoba,5.0,,,39.0,,
Ecole Normale Superieure,6.0,,,45.0,,
IRD,7.0,,,28.0,,
Chinese Academy of Medical Sciences,8.0,,,26.0,,
Simon Fraser University,9.0,,,21.0,,
Dartmouth College,10.0,,,100.0,,
Universidade Estadual Paulista Julio de Mesquita Filho,0.0,,,7.0,,
Georgetown University,1.0,,,93.0,,
Technische Universitat Berlin,2.0,,,38.0,,
Humboldt-Universitat zu Berlin,3.0,,,10.0,,
University of South Carolina,4.0,,,61.0,,
Friedrich-Schiller-Universitat Jena,5.0,,,20.0,,
German Cancer Research Center (DKFZ),6.0,,,2.0,,
University of Notre Dame,7.0,,,54.0,,
Temple University,8.0,,,35.0,,
University of Alabama,9.0,,,54.0,,
Universite de Nantes,10.0,,,50.0,,
Tehran University of Medical Sciences,0.0,,,1.0,,
University of Twente,1.0,,,3.0,,
University of London,2.0,,,23.0,,
World Health Organization,3.0,,,1.0,,
Universitat Politecnica de Catalunya,4.0,,,31.0,,
Hanyang University,5.0,,,180.0,,
University of Newcastle,6.0,,,22.0,,
Macquarie University,7.0,,,110.0,,
UTS University of Technology Sydney,8.0,,,,,
University of Ljubljana,9.0,,,3.0,,
Vrije Universiteit Brussel,0.0,,,35.0,,
Universitat Pompeu Fabra,1.0,,,10.0,,
Lancaster University,2.0,,,8.0,,
National Institute of Advanced Industrial Science and Technology,3.0,,,378.0,,
University of Coimbra,4.0,,,1.0,,
Umea University,5.0,,,1.0,,
Universidade Federal do Rio Grande do Sul,6.0,,,13.0,,
Louisiana State University,7.0,,,57.0,,
Nankai University,8.0,,,11.0,,
Fred Hutchinson Cancer Research Center,9.0,,,58.0,,
Hungarian Academy of Sciences,0.0,,,4.0,,
Beijing Institute of Technology,1.0,,,16.0,,
Wake Forest University,2.0,,,105.0,,
University of Electronic Science and Technology of China,3.0,,,22.0,,
Universite de Versailles,4.0,,,6.0,,
ICREA,5.0,,,6.0,,
University of Sussex,6.0,,,17.0,,
University of Wollongong,7.0,,,10.0,,
National Cheng Kung University,8.0,,,175.0,,
Thomas Jefferson University,9.0,,,40.0,,
University of Liege,0.0,,,2.0,,
University of Delaware,1.0,,,39.0,,
IBM,2.0,,,1019.0,,
University of Missouri,3.0,,,136.0,,
Weizmann Institute of Science,0.0,,,6.0,,
Research Centre Julich (FZJ),1.0,,,,,
University of Tsukuba,2.0,,,52.0,,
Freie Universitat Berlin,3.0,,,13.0,,
Jagiellonian University,4.0,,,1.0,,
Politecnico di Torino,5.0,,,26.0,,
Universidad de Zaragoza,6.0,,,16.0,,
Instituto de Salud Carlos III,7.0,,,9.0,,
Ecole Polytechnique,8.0,,,222.0,,
Universidade Federal de Minas Gerais,9.0,,,19.0,,
Beijing Normal University,0.0,,,5.0,,
University of Massachusetts Medical School,1.0,,,17.0,,
National Tsing Hua University,2.0,,,237.0,,
Cedars-Sinai Medical Center,3.0,,,87.0,,
Department of Veterans Affairs,4.0,,,122.0,,
University of East Anglia,5.0,,,5.0,,
Drexel University,6.0,,,126.0,,
National Institute of Standards and Technology,7.0,,,26.0,,
Universidad Politecnica de Valencia,8.0,,,19.0,,
Keio University,9.0,,,81.0,,
Technische Universitat Darmstadt,10.0,,,35.0,,
Hunan University,0.0,,,4.0,,
Pontificia Universidad Catolica de Chile,1.0,,,13.0,,
University of Oulu,2.0,,,2.0,,
University of Ulsan,3.0,,,12.0,,
China University of Geosciences,4.0,,,5.0,,
King Abdullah University of Science and Technology,5.0,,,65.0,,
Flinders University,6.0,,,4.0,,
George Mason University,7.0,,,3.0,,
University of KwaZulu-Natal,8.0,,,3.0,,
Universitat Stuttgart,9.0,,,20.0,,
University of South Australia,10.0,,,35.0,,
University of St Andrews,0.0,,,55.0,,
Universite de Lorraine,1.0,,,69.0,,
Universidad de Sevilla,2.0,,,33.0,,
University of Dundee,3.0,,,32.0,,
Lanzhou University,4.0,,,4.0,,
Brookhaven National Laboratory,5.0,,,2.0,,
Universidad Politecnica de Madrid,6.0,,,38.0,,
University of Science and Technology Beijing,7.0,,,6.0,,
Lawrence Livermore National Laboratory,8.0,,,1.0,,
GlaxoSmithKline,9.0,,,426.0,,
IN2P3 Institut National de Physique Nucleaire et de Physique des Particules,0.0,,,,,
Deutsches Elektronensynchroton DESY,0.0,,,,,
University of Delhi,0.0,,,2.0,,
Universidade Federal de Santa Catarina,1.0,,,8.0,,
University of Cagliari,2.0,,,1.0,,
Chiba University,3.0,,,35.0,,
Beijing University of Chemical Technology,4.0,,,23.0,,
Auburn University,5.0,,,41.0,,
University of North Texas,6.0,,,35.0,,
John Radcliffe Hospital,7.0,,,2.0,,
"Indian Institute of Technology, Bombay",8.0,,,23.0,,
Austrian Academy of Sciences,0.0,,,1.0,,
Wuhan University of Technology,1.0,,,5.0,,
Chulalongkorn University,0.0,,,3.0,,
Nokia,1.0,,,3814.0,,
Martin-Luther-Universitat Halle-Wittenberg,2.0,,,3.0,,
Bar-Ilan University,3.0,,,38.0,,
Flanders Interuniversity Institute for Biotechnology,4.0,,,1.0,,
Novartis,5.0,,,1291.0,,
Chonbuk National University,6.0,,,49.0,,
Rensselaer Polytechnic Institute,7.0,,,55.0,,
Institute of Cancer Research,0.0,,,20.0,,
AP-HM Assistance Publique - Hopitaux de Marseille,1.0,,,,,
Graz University of Technology,0.0,,,2.0,,
National Central University,0.0,,,74.0,,
University of Hull,0.0,,,5.0,,
AstraZeneca,1.0,,,192.0,,
Universidad de Murcia,2.0,,,10.0,,
Fuzhou University,0.0,,,4.0,,
Peter Maccallum Cancer Centre,1.0,,,1.0,,
Universite de Bretagne Occidentale,0.0,,,12.0,,
Shinshu University,1.0,,,38.0,,
Wroclaw University of Technology,2.0,,,3.0,,
Siemens,3.0,,,8134.0,,
Nanjing Tech University,4.0,,,1.0,,
United States Army,0.0,,,1.0,,
Vilnius University,1.0,,,6.0,,
Montana State University,2.0,,,13.0,,
"San Matteo Policlinic, Pavia",0.0,,,,,
COMSATS Institute of Information Technology,1.0,,,1.0,,
Aston University,2.0,,,23.0,,
Queensland Institute of Medical Research,3.0,,,2.0,,
Southern Methodist University,4.0,,,18.0,,
Victoria University,5.0,,,3.0,,
Universidad de Alcala,6.0,,,6.0,,
CAS - Shanghai Institute of Organic Chemistry,7.0,,,,,
H. Niewodniczanski Institute of Nuclear Physics of the Polish Academy of Sciences,8.0,,,,,
Ohio University,0.0,,,47.0,,
College de France,1.0,,,1.0,,
Universite de Poitiers,2.0,,,12.0,,
Keele University,0.0,,,6.0,,
Universidad de la Republica,1.0,,,3.0,,
Mashhad University of Medical Sciences,2.0,,,1.0,,
University of Rhode Island,3.0,,,2.0,,
CAS - Institute of Metal Research,4.0,,,,,
Universite de Picardie Jules Verne,0.0,,,15.0,,
China Pharmaceutical University,1.0,,,7.0,,
Dongguk University,2.0,,,44.0,,
Embrapa - Empresa Brasileira de Pesquisa Agropecuaria,3.0,,,2.0,,
Universite de Mons,4.0,,,13.0,,
Universidad de Cantabria,5.0,,,10.0,,
Universitat Jaume I,6.0,,,5.0,,
Nagasaki University,0.0,,,16.0,,
East Carolina University,1.0,,,16.0,,
Nihon University,2.0,,,26.0,,
China University of Petroleum (East China),3.0,,,2.0,,
North West University,4.0,,,8.0,,
CAS - Shanghai Institute for Biological Sciences,0.0,,,,,
Juntendo University,1.0,,,1.0,,
CAS - Research Center for Eco-Environmental Sciences,2.0,,,,,
RAS - Budker Institute of Nuclear Physics,3.0,,,,,
Howard University,4.0,,,22.0,,
Helmholtz Centre Potsdam German Research Center for Geosciences (GFZ),5.0,,,,,
Rochester Institute of Technology,6.0,,,21.0,,
Scuola Superiore Sant'Anna di Studi Universitari e di Perfezionamento,7.0,,,,,
University of Nevada Las Vegas,0.0,,,5.0,,
Walter Reed Army Institute of Research,1.0,,,7.0,,
Chiang Mai University,2.0,,,1.0,,
Portland State University,3.0,,,14.0,,
Institute for Basic Science,4.0,,,6.0,,
Tel Aviv Sourasky Medical Center,5.0,,,3.0,,
University of Waikato,0.0,,,2.0,,
Gachon University,1.0,,,16.0,,
Florida Atlantic University,2.0,,,12.0,,
ESTEC,3.0,,,1.0,,
Yanshan University,4.0,,,4.0,,
Universidade Federal de Vicosa,5.0,,,1.0,,
University of Memphis,6.0,,,4.0,,
Aberystwyth University,7.0,,,6.0,,
INRS Universite d'avant-garde,0.0,,,,,
University of Hertfordshire,1.0,,,4.0,,
STMicroelectronics,2.0,,,1520.0,,
Jichi Medical University,3.0,,,7.0,,
Lappeenranta University of Technology,4.0,,,9.0,,
Demokritos National Centre for Scientific Research,5.0,,,,,
Gwangju Institute of Science and Technology,0.0,,,93.0,,
Ningbo University,1.0,,,7.0,,
Universidad de Valladolid,2.0,,,15.0,,
Kagoshima University,3.0,,,38.0,,
Inje University,4.0,,,19.0,,
ONERA,5.0,,,35.0,,
New Jersey Institute of Technology,6.0,,,49.0,,
University of the Philippines,7.0,,,1.0,,
Renmin University of China,8.0,,,2.0,,
University of Denver,9.0,,,11.0,,
Singapore University of Technology and Design,0.0,,,7.0,,
New York Medical College,1.0,,,3.0,,
Nova Southeastern University,2.0,,,12.0,,
Chungbuk National University,3.0,,,11.0,,
University of Montana,4.0,,,10.0,,
Wenzhou Medical College,0.0,,,3.0,,
Universidade Federal de Santa Maria,1.0,,,3.0,,
Armenian Academy of Sciences - Yerevan Physics Institute,2.0,,,,,
United Arab Emirates University,3.0,,,28.0,,
Teikyo University,4.0,,,3.0,,
F. Hoffmann-La Roche AG,5.0,,,761.0,,
Anhui University,6.0,,,2.0,,
Taiyuan University of Technology,7.0,,,1.0,,
University of Regina,8.0,,,1.0,,
Universidad de Concepcion,9.0,,,6.0,,
National Agricultural Research Centers Japan,0.0,,,,,
Osaka City University,1.0,,,29.0,,
Shenzhen Institute of Advanced Technology,2.0,,,1.0,,
University of Maribor,3.0,,,8.0,,
XiangTan University,4.0,,,3.0,,
Universidad Rey Juan Carlos,5.0,,,4.0,,
University of the West of England,6.0,,,3.0,,
Worcester Polytechnic Institute,7.0,,,21.0,,
General Electric,8.0,,,6008.0,,
Cold Spring Harbor Laboratory,0.0,,,30.0,,
Guangxi University,1.0,,,3.0,,
Universidad Autonoma Metropolitana,2.0,,,2.0,,
RAND,3.0,,,238.0,,
Tokyo University of Agriculture and Technology,4.0,,,53.0,,
Universiti Teknologi Petronas,5.0,,,1.0,,
Electronics and Telecommunications Research Institute,6.0,,,2264.0,,
Universite d'Orleans,7.0,,,,,
Tallinn University of Technology,0.0,,,7.0,,
University of Maine,1.0,,,17.0,,
Tokyo Women's Medical University,2.0,,,22.0,,
Sejong University,3.0,,,26.0,,
Wright State University,4.0,,,9.0,,
Institute Catala Oncologia,5.0,,,,,
Statens Serum Institut,0.0,,,17.0,,
Hallym University,1.0,,,7.0,,
Universidad Miguel Hernandez,2.0,,,5.0,,
Manchester Metropolitan University,3.0,,,5.0,,
University of Windsor,4.0,,,13.0,,
Guangdong University of Technology,5.0,,,1.0,,
SINTEF,6.0,,,1.0,,
Edith Cowan University,7.0,,,2.0,,
ESPCI,8.0,,,8.0,,
Tokai University,9.0,,,12.0,,
Addis Ababa University,0.0,,,1.0,,
Dankook University,1.0,,,30.0,,
Universidad Nacional de Cordoba,2.0,,,2.0,,
IMIM - Municipal Institute for Medical Research Hospital del Mar,3.0,,,,,
Universite de Rouen,4.0,,,23.0,,
Henan University,5.0,,,1.0,,
Gifu University,0.0,,,21.0,,
Miami University,1.0,,,8.0,,
Osaka Prefecture University,2.0,,,38.0,,
Medical College of Georgia,3.0,,,,,
Soonchunhyang University,0.0,,,5.0,,
Foundation for Research and Technology-Hellas,1.0,,,7.0,,
National Taipei University of Technology,0.0,,,20.0,,
IFREMER,1.0,,,10.0,,
Etablissement Francais du Sang,2.0,,,10.0,,
Met Office,3.0,,,1.0,,
Universitat de Lleida,0.0,,,4.0,,
Japan Agency for Marine-Earth Science and Technology,1.0,,,27.0,,
Universite du Sud Toulon - Var,2.0,,,4.0,,
Abo Akademi University,3.0,,,4.0,,
Ludwig Institute for Cancer Research,4.0,,,19.0,,
Pukyong National University,0.0,,,28.0,,
Royal College of Surgeons in Ireland,1.0,,,20.0,,
Universiti Malaysia Perlis,2.0,,,2.0,,
Instituto de Telecomunicacoes,3.0,,,3.0,,
Swiss Federal Institute of Technology,4.0,,,2.0,,
International Centre for Diarrhoeal Disease Research Bangladesh,0.0,,,1.0,,
Creighton University,1.0,,,12.0,,
Ecole Nationale Veterinaire d'Alfort,2.0,,,,,
"Gilead Sciences, Inc.",3.0,,,224.0,,
University of the Western Cape,4.0,,,4.0,,
University of North Carolina at Greensboro,5.0,,,6.0,,
Nantong University,0.0,,,3.0,,
Centro Brasileiro de Pesquisas Fisicas,1.0,,,1.0,,
Fondazione Bruno Kessler,2.0,,,2.0,,
United States Department of Health and Human Services,3.0,,,3.0,,
RAS - Ioffe Physico Technical Institute,4.0,,,,,
Ehime University,5.0,,,18.0,,
Nottingham University Hospitals NHS Trust,6.0,,,3.0,,
University of Calcutta,0.0,,,15.0,,
Hewlett-Packard,1.0,,,3965.0,,
National Taiwan Normal University,2.0,,,17.0,,
CAS - Institute of Microbiology,3.0,,,,,
Centre Hospitalier Universitaire de Rennes,4.0,,,1.0,,
Universidad de Jaen,0.0,,,6.0,,
University of Ontario Institute of Technology,0.0,,,6.0,,
University of Seoul,1.0,,,38.0,,
Kitasato University,2.0,,,1.0,,
Istituto Nazionale per lo Studio e la Cura dei Tumori Giovanni Pascale,3.0,,,,,
Universidad de Cadiz,4.0,,,12.0,,
CAS - Technical Institute of Physics and Chemistry,5.0,,,,,
Bayer,0.0,,,2221.0,,
Universite Cadi Ayyad,1.0,,,4.0,,
IFAE - Institute for High Energy Physics,2.0,,,,,
American Museum of Natural History,3.0,,,1.0,,
Universite de Neuchatel,4.0,,,3.0,,
Yamagata University,5.0,,,19.0,,
Ecole de Technologie Superieure,6.0,,,15.0,,
University of Toyama,7.0,,,16.0,,
Zhejiang Sci-Tech University,8.0,,,7.0,,
University of North Dakota,9.0,,,15.0,,
"Huawei Technologies Co., Ltd.",10.0,,,7072.0,,
Yamaguchi University,0.0,,,37.0,,
CAS - Guangzhou Institute of Geochemistry,1.0,,,,,
The James Hutton Institute,2.0,,,2.0,,
Sogang University,3.0,,,65.0,,
Centre Leon Berard,4.0,,,11.0,,
Oakland University,5.0,,,4.0,,
Technische Universitat Ilmenau,6.0,,,20.0,,
Feng Chia University,7.0,,,8.0,,
Thales,8.0,,,799.0,,
CAS - Shanghai Institute of Materia Medica,0.0,,,,,
Centre hospitalier pour enfants de l'est de l'Ontario,1.0,,,,,
San Francisco State University,2.0,,,1.0,,
University of Salford,3.0,,,8.0,,
Stavanger University Hospital,4.0,,,1.0,,
Universidad Javeriana,5.0,,,5.0,,
National Institutes of Natural Sciences - National Astronomical Observatory of Japan,6.0,,,,,
Loma Linda University,0.0,,,58.0,,
University of Occupational and Environmental Health,1.0,,,2.0,,
CAS - Institute of Semiconductors,0.0,,,,,
Robert Koch-Institut,1.0,,,1.0,,
Universidad de Antioquia,2.0,,,7.0,,
Nottingham Trent University,3.0,,,9.0,,
Florida Institute of Technology,4.0,,,3.0,,
Universitat Augsburg,5.0,,,4.0,,
Brock University,6.0,,,8.0,,
Kasetsart University,0.0,,,2.0,,
Southwest Research Institute,1.0,,,81.0,,
Nippon Medical School,2.0,,,7.0,,
Coventry University,3.0,,,8.0,,
TRIUMF,4.0,,,1.0,,
Pontificia Universidade Catolica do Rio de Janeiro,5.0,,,1.0,,
Louisiana Tech University,0.0,,,16.0,,
General Motors,1.0,,,134.0,,
Universidad de Las Palmas de Gran Canaria,2.0,,,2.0,,
Capital Normal University,3.0,,,3.0,,
Texas State University,4.0,,,12.0,,
Helmholtzt Centre Geesthacht Centre for Materials and Coastal Research,5.0,,,,,
Leuphana Universitat Luneburg,0.0,,,1.0,,
University of Huddersfield,1.0,,,5.0,,
National Institute for Environmental Studies of Japan,2.0,,,,,
Physikalisch-Technische Bundesanstalt,3.0,,,1.0,,
Universidad Nacional de Educacion a Distancia,4.0,,,4.0,,
University of Brighton,5.0,,,5.0,,
Christian Medical College,6.0,,,2.0,,
South Dakota State University,0.0,,,16.0,,
ENSCR Ecole Nationale Superieure de Chimie de Rennes,1.0,,,,,
University of Hyderabad,2.0,,,1.0,,
University of Massachusetts Lowell,3.0,,,5.0,,
Indian Council of Medical Research,4.0,,,9.0,,
National Science Center Kharkov Institute of Physics and Technology,5.0,,,2.0,,
Albany Medical College,6.0,,,5.0,,
Yunnan University,7.0,,,3.0,,
Toho University,8.0,,,7.0,,
St. Vincent's Hospital Sydney,9.0,,,7.0,,
IRCCS materno-infantile Burlo Garofolo,0.0,,,2.0,,
University of The Free State,1.0,,,4.0,,
Jacobs University Bremen,2.0,,,8.0,,
University of Greenwich,3.0,,,10.0,,
Saitama Medical University,4.0,,,20.0,,
Korea Research Institute of Chemical Technology,5.0,,,121.0,,
NEC Corporation,6.0,,,3262.0,,
Kagawa University,0.0,,,20.0,,
CRG - Centre for Genomic Regulation,1.0,,,,,
Virginia Mason Medical Center,2.0,,,1.0,,
Health Protection Agency,3.0,,,4.0,,
Oxford Brookes University,4.0,,,9.0,,
Austrian Institute of Technology,5.0,,,26.0,,
University of Stavanger,6.0,,,1.0,,
Kuwait University,7.0,,,16.0,,
Aerospace Corporation,8.0,,,131.0,,
Universidad Publica de Navarra,9.0,,,4.0,,
University of South Africa,0.0,,,1.0,,
University of Bradford,1.0,,,8.0,,
Rothamsted Research,2.0,,,12.0,,
SAIC,3.0,,,12.0,,
Universitat Osnabruck,4.0,,,2.0,,
CREAL - Center for Research in Environmental Epidemiology,5.0,,,,,
Universidade Estadual de Maringa,6.0,,,1.0,,
Koc University,7.0,,,2.0,,
Hospital Universitario La Fe,8.0,,,1.0,,
Fujita Health University,9.0,,,7.0,,
Marquette University,10.0,,,8.0,,
Tokyo Medical University,0.0,,,7.0,,
Kingston University,1.0,,,2.0,,
AbbVie,2.0,,,658.0,,
Stevens Institute of Technology,3.0,,,23.0,,
China Electric Power Research Institute,4.0,,,53.0,,
Universite de Limoges,5.0,,,23.0,,
Nagoya Institute of Technology,0.0,,,145.0,,
Marshall University,1.0,,,3.0,,
Fordham University,2.0,,,1.0,,
Jikei University,3.0,,,5.0,,
Guangzhou University,4.0,,,5.0,,
University Hospital of South Manchester NHS Foundation Trust,5.0,,,1.0,,
Universidade Federal de Uberlandia,6.0,,,1.0,,
National Institute of Infectious Diseases,0.0,,,17.0,,
Korea Research Institute of Bioscience and Biotechnology,1.0,,,107.0,,
"Indian Institute of Technology, Dhanbad",2.0,,,,,
Conservatoire National des Arts et Metiers,3.0,,,4.0,,
Mie University,0.0,,,22.0,,
Cheju National University,1.0,,,1.0,,
Universite de Reims Champagne-Ardenne,2.0,,,15.0,,
Natural Resources Canada,3.0,,,3.0,,
Nara Institute of Science and Technology,4.0,,,32.0,,
Central Queensland University,5.0,,,1.0,,
Fu Jen Catholic University,6.0,,,2.0,,
SRI International,0.0,,,144.0,,
California Pacific Medical Center,1.0,,,3.0,,
Glasgow Caledonian University,0.0,,,2.0,,
Boise State University,1.0,,,7.0,,
Institut Paoli-Calmettes,2.0,,,3.0,,
Toshiba,3.0,,,15224.0,,
Kyoto Prefectural University of Medicine,4.0,,,3.0,,
Changzhou University,5.0,,,4.0,,
Czestochowa University of Technology,6.0,,,1.0,,
Universite de Namur,0.0,,,7.0,,
Universidade de Tras-os-Montes e Alto Douro,1.0,,,3.0,,
Eastern Virginia Medical School,2.0,,,14.0,,
Universite de Bretagne-Sud,3.0,,,5.0,,
St. Joseph's Hospital and Medical Center,4.0,,,3.0,,
Chosun University,5.0,,,34.0,,
Garvan Institute of Medical Research,6.0,,,12.0,,
Northeast Forestry University,7.0,,,1.0,,
Kyushu Institute of Technology,0.0,,,95.0,,
University of Indonesia,1.0,,,1.0,,
Irstea,2.0,,,5.0,,
Shanghai University of Traditional Chinese Medicine,3.0,,,6.0,,
Clarkson University,4.0,,,24.0,,
Institut Pasteur de Lille,0.0,,,16.0,,
University of Southern Queensland,1.0,,,1.0,,
Shizuoka University,2.0,,,42.0,,
Yokohama National University,3.0,,,24.0,,
National Chung Cheng University,4.0,,,52.0,,
Universite de Technologie de Compiegne,5.0,,,2.0,,
De Montfort University,0.0,,,1.0,,
Saitama University,1.0,,,13.0,,
BASF,2.0,,,3905.0,,
Nagoya City University,3.0,,,10.0,,
Fujitsu,4.0,,,9754.0,,
Ecole Centrale de Nantes,5.0,,,4.0,,
European Commission,6.0,,,16.0,,
Yuan Ze University,7.0,,,14.0,,
Dalian Maritime University,0.0,,,1.0,,
University of South Alabama,1.0,,,11.0,,
Laboratori Negri Bergamo,2.0,,,,,
Dong-A University,3.0,,,21.0,,
Rural Development Administration,4.0,,,19.0,,
Universidad Pablo de Olavide,0.0,,,9.0,,
Western Michigan University,1.0,,,3.0,,
University of the Ryukyus,2.0,,,6.0,,
Keimyung University,3.0,,,10.0,,
Max Planck Institute for Biophysical Chemistry (Karl Friedrich Bonhoeffer Institute),0.0,,,,,
Qualcomm Incorporated,1.0,,,10697.0,,
Belgian National Fund Scientific Research,2.0,,,,,
SINOPEC,3.0,,,69.0,,
"CAS - State Key Laboratory of Structural Chemistry, Fuzhou",4.0,,,,,
National University of Science and Technology MISIS,5.0,,,3.0,,
University of Malta,0.0,,,2.0,,
I-Shou University,1.0,,,33.0,,
Bowling Green State University,2.0,,,5.0,,
Saga University,3.0,,,25.0,,
University of Yamanashi,0.0,,,27.0,,
Hebei University,0.0,,,1.0,,
Hampton University,1.0,,,13.0,,
Hebei Medical University,2.0,,,3.0,,
Korea Atomic Energy Research Institute,3.0,,,76.0,,
Hitachi,4.0,,,15904.0,,
Kochi University,5.0,,,28.0,,
Institute of Botany Chinese Academy of Sciences,6.0,,,4.0,,
IMDEA Institute,0.0,,,,,
Tottori University,1.0,,,18.0,,
Laboratoire d'Analyse et d'Architecture des Systemes,2.0,,,,,
Texas Instruments,3.0,,,1923.0,,
CAS - Academy of Mathematics and System Sciences,4.0,,,,,
National Taiwan Ocean University,5.0,,,5.0,,
Chung Yuan Christian University,6.0,,,37.0,,
IRISA Institut de Recherche en Informatique et Systemes Aleatoires,0.0,,,,,
Universidad de Costa Rica,1.0,,,5.0,,
Indian Association for the Cultivation of Science,2.0,,,1.0,,
Electricite de France,3.0,,,100.0,,
Universidade Tecnologica Federal do Parana,4.0,,,2.0,,
PetroChina,5.0,,,42.0,,
INIA,6.0,,,4.0,,
NIWA,0.0,,,104.0,,
Sabanci University,1.0,,,7.0,,
National Science Foundation,2.0,,,2.0,,
California Polytechnic State University SLO,3.0,,,,,
St. Luke's-Roosevelt Hospital Center,4.0,,,2.0,,
California State University Fullerton,5.0,,,2.0,,
Johnson & Johnson,6.0,,,,,
University Hospitals of Leicester NHS Trust,0.0,,,3.0,,
Agricultural Research Council of Italy,1.0,,,,,
Buck Institute for Age Research,2.0,,,2.0,,
Universidad de Cartagena,0.0,,,3.0,,
Showa University,1.0,,,9.0,,
Universidad Autonoma de Nuevo Leon,2.0,,,1.0,,
University of West Bohemia,3.0,,,2.0,,
Australian Nuclear Science and Technology Organisation,4.0,,,13.0,,
Hebei University of Technology,0.0,,,1.0,,
Hyogo College of Medicine,1.0,,,3.0,,
University of Lincoln,2.0,,,4.0,,
Boeing,3.0,,,2801.0,,
Hubei University,0.0,,,2.0,,
Northeast Agricultural University,1.0,,,2.0,,
Sapporo Medical University,2.0,,,10.0,,
Sanofi-Aventis,3.0,,,659.0,,
Rowan University,4.0,,,6.0,,
Universidad de Leon,0.0,,,3.0,,
Sanford Burnham Prebys Medical Discovery Institute,1.0,,,,,
Statoil ASA,2.0,,,8.0,,
Amrita  Vishwa Vidyapeetham,0.0,,,12.0,,
Dow Chemical,1.0,,,18.0,,
Embry Riddle Aeronautical University,2.0,,,4.0,,
Queensland Health Pathology Service,3.0,,,,,
California State University Fresno,4.0,,,5.0,,
Vilnius Gediminas Technical University,5.0,,,1.0,,
China Jiliang University,0.0,,,3.0,,
CAS - Institute of Oceanology,1.0,,,,,
Wellcome Trust Research Laboratories Nairobi,2.0,,,,,
"Global Foundries, Inc.",3.0,,,24.0,,
"NEC Laboratories America, Inc.",4.0,,,336.0,,
Tamkang University,0.0,,,9.0,,
Deltares,1.0,,,1.0,,
Hirosaki University,2.0,,,15.0,,
Sri Ramachandra Medical College & Research Institute Deemed University,3.0,,,,,
Universite de Cergy-Pontoise,4.0,,,8.0,,
Marine Biological Laboratory,5.0,,,3.0,,
Georgia Southern University,6.0,,,1.0,,
Universite Jean Monnet,7.0,,,12.0,,
Fukuoka University,0.0,,,13.0,,
Guizhou University,1.0,,,2.0,,
Instituto Nacional de Psiquiatria Ramon de la Fuente,2.0,,,1.0,,
Japanese Foundation for Cancer Research,3.0,,,17.0,,
Wenzhou University,0.0,,,2.0,,
Universidad Andres Bello,1.0,,,2.0,,
Universidad Nacional de Rosario,2.0,,,2.0,,
City Hospital in Birmingham,3.0,,,,,
CAS - Institute of Plasma Physics,4.0,,,,,
Synchrotron Soleil,5.0,,,3.0,,
University of Southern Mississippi,0.0,,,7.0,,
Myongji University,1.0,,,22.0,,
Universitat der Bundeswehr Munchen,2.0,,,2.0,,
Children's Hospital Oakland Research Institute,0.0,,,1.0,,
CAS - Cold and Arid Regions Environmental and Engineering Research Institute,1.0,,,,,
Japan Advanced Institute of Science and Technology,2.0,,,9.0,,
Jackson Laboratory,3.0,,,12.0,,
Catholic University of America,4.0,,,13.0,,
Trent University,5.0,,,15.0,,
Fujian Agriculture and Forestry University,6.0,,,1.0,,
University of Tulsa,7.0,,,3.0,,
MedImmune,8.0,,,138.0,,
Japan Synchrotron Radiation Research Institute,9.0,,,2.0,,
AgResearch,0.0,,,12.0,,
University of New Orleans,1.0,,,2.0,,
Azienda Sanitaria Ospedaliera Molinette San Giovanni Battista Di Torino,2.0,,,,,
Shriners Hospitals for Children,3.0,,,7.0,,
University of Hyogo,4.0,,,7.0,,
Jawaharlal Nehru Centre for Advanced Scientific Research,5.0,,,20.0,,
Translational Genomics Research Institute,6.0,,,32.0,,
Nanjing Forestry University,7.0,,,2.0,,
